RuleId,Priority,Filter1,Filter2,Filter3,Filter4,OutputValue
8273,485,DDD,<ANY>,BBB,CCC,43
8274,901,CCC,<ANY>,AAA,AAA,65
8275,223,AAA,DDD,DDD,CCC,15
8276,26,<ANY>,<ANY>,BBB,DDD,61
8277,984,DDD,CCC,CCC,CCC,67
8278,356,DDD,<ANY>,BBB,DDD,36
8279,623,AAA,AAA,<ANY>,BBB,30
8280,840,AAA,DDD,<ANY>,DDD,7
8281,486,DDD,CCC,<ANY>,<ANY>,50
8282,180,DDD,BBB,DDD,BBB,49
8283,139,DDD,BBB,BBB,BBB,91
8284,126,DDD,BBB,BBB,BBB,3
8285,739,DDD,AAA,DDD,BBB,29
8286,77,<ANY>,<ANY>,AAA,AAA,46
8287,523,<ANY>,AAA,CCC,DDD,98
8288,617,CCC,BBB,CCC,<ANY>,38
8289,625,AAA,CCC,BBB,DDD,81
8290,740,<ANY>,CCC,BBB,BBB,27
8291,153,<ANY>,CCC,DDD,CCC,9
8292,672,CCC,DDD,CCC,CCC,17
8293,363,AAA,<ANY>,DDD,<ANY>,39
8294,228,AAA,AAA,<ANY>,DDD,93
8295,448,DDD,AAA,BBB,CCC,77
8296,579,AAA,CCC,CCC,AAA,96
8297,723,AAA,BBB,CCC,BBB,95
8298,349,DDD,<ANY>,BBB,BBB,50
8299,629,CCC,BBB,DDD,CCC,90
8300,701,BBB,DDD,AAA,AAA,49
8301,395,AAA,<ANY>,BBB,BBB,80
8302,660,<ANY>,AAA,DDD,DDD,56
8303,546,AAA,DDD,DDD,<ANY>,22
8304,329,<ANY>,<ANY>,CCC,<ANY>,75
8305,916,DDD,<ANY>,DDD,<ANY>,51
8306,991,AAA,DDD,<ANY>,BBB,35
8307,963,<ANY>,DDD,CCC,CCC,27
8308,862,AAA,AAA,DDD,BBB,28
8309,701,<ANY>,<ANY>,CCC,BBB,13
8310,379,BBB,AAA,DDD,BBB,82
8311,411,BBB,DDD,BBB,AAA,80
8312,884,<ANY>,<ANY>,BBB,AAA,59
8313,926,DDD,<ANY>,<ANY>,AAA,49
8314,722,<ANY>,DDD,CCC,<ANY>,82
8315,757,BBB,AAA,AAA,CCC,90
8316,733,DDD,DDD,<ANY>,BBB,19
8317,5,AAA,AAA,AAA,CCC,43
8318,855,BBB,CCC,DDD,AAA,2
8319,341,AAA,AAA,BBB,CCC,59
8320,462,BBB,DDD,AAA,BBB,93
8321,39,BBB,AAA,<ANY>,CCC,16
8322,813,BBB,DDD,AAA,CCC,44
8323,987,CCC,CCC,DDD,<ANY>,65
8324,885,AAA,DDD,BBB,<ANY>,11
8325,678,<ANY>,<ANY>,DDD,CCC,79
8326,773,CCC,DDD,CCC,<ANY>,51
8327,489,CCC,CCC,CCC,CCC,18
8328,879,DDD,<ANY>,CCC,BBB,81
8329,854,AAA,CCC,BBB,CCC,86
8330,412,BBB,<ANY>,<ANY>,DDD,66
8331,45,AAA,CCC,BBB,CCC,94
8332,71,CCC,<ANY>,<ANY>,DDD,29
8333,365,BBB,BBB,DDD,<ANY>,92
8334,534,CCC,DDD,AAA,<ANY>,74
8335,902,DDD,DDD,BBB,<ANY>,15
8336,286,CCC,BBB,AAA,BBB,81
8337,422,DDD,<ANY>,BBB,AAA,35
8338,999,CCC,AAA,BBB,<ANY>,36
8339,442,<ANY>,CCC,<ANY>,CCC,79
8340,991,CCC,<ANY>,BBB,CCC,23
8341,811,DDD,BBB,CCC,BBB,4
8342,750,CCC,DDD,<ANY>,DDD,72
8343,136,BBB,AAA,BBB,<ANY>,12
8344,957,DDD,CCC,AAA,DDD,86
8345,826,BBB,AAA,DDD,BBB,74
8346,190,DDD,CCC,<ANY>,DDD,70
8347,503,<ANY>,AAA,DDD,AAA,83
8348,940,DDD,AAA,<ANY>,BBB,9
8349,465,DDD,<ANY>,DDD,AAA,41
8350,984,BBB,CCC,DDD,BBB,84
8351,25,AAA,CCC,BBB,<ANY>,68
8352,562,DDD,BBB,BBB,CCC,16
8353,929,AAA,AAA,BBB,CCC,62
8354,841,AAA,AAA,<ANY>,DDD,52
8355,117,<ANY>,<ANY>,DDD,CCC,89
8356,672,CCC,CCC,<ANY>,CCC,23
8357,777,CCC,AAA,AAA,CCC,95
8358,448,DDD,<ANY>,CCC,DDD,19
8359,534,AAA,DDD,AAA,CCC,58
8360,754,DDD,BBB,<ANY>,<ANY>,73
8361,548,CCC,DDD,BBB,CCC,94
8362,612,<ANY>,CCC,<ANY>,CCC,32
8363,309,BBB,BBB,DDD,BBB,79
8364,946,AAA,BBB,BBB,DDD,98
8365,929,BBB,DDD,<ANY>,<ANY>,56
8366,278,DDD,CCC,BBB,<ANY>,54
8367,977,BBB,BBB,<ANY>,CCC,36
8368,712,<ANY>,DDD,DDD,AAA,10
8369,116,BBB,AAA,<ANY>,<ANY>,56
8370,821,AAA,<ANY>,DDD,AAA,15
8371,230,DDD,CCC,BBB,BBB,24
8372,277,AAA,<ANY>,BBB,CCC,73
8373,252,BBB,<ANY>,AAA,CCC,9
8374,837,DDD,AAA,DDD,CCC,24
8375,801,BBB,CCC,AAA,<ANY>,32
8376,783,DDD,DDD,AAA,AAA,13
8377,8,CCC,CCC,AAA,AAA,22
8378,94,DDD,DDD,DDD,DDD,47
8379,796,DDD,BBB,AAA,<ANY>,47
8380,694,BBB,<ANY>,DDD,AAA,27
8381,760,<ANY>,CCC,<ANY>,<ANY>,51
8382,167,CCC,CCC,AAA,BBB,94
8383,560,BBB,<ANY>,CCC,CCC,36
8384,600,CCC,BBB,DDD,<ANY>,57
8385,402,AAA,BBB,AAA,DDD,15
8386,341,AAA,<ANY>,<ANY>,BBB,32
8387,441,BBB,DDD,AAA,CCC,15
8388,624,BBB,AAA,CCC,CCC,58
8389,830,CCC,CCC,BBB,DDD,97
8390,800,CCC,AAA,CCC,AAA,59
8391,540,BBB,<ANY>,<ANY>,BBB,100
8392,149,CCC,AAA,AAA,AAA,9
8393,718,AAA,<ANY>,CCC,CCC,50
8394,382,DDD,CCC,AAA,AAA,61
8395,551,DDD,DDD,BBB,DDD,87
8396,669,BBB,BBB,BBB,<ANY>,1
8397,144,DDD,AAA,<ANY>,BBB,22
8398,632,AAA,<ANY>,BBB,AAA,55
8399,393,CCC,BBB,BBB,BBB,26
8400,803,DDD,BBB,BBB,AAA,1
8401,515,<ANY>,DDD,CCC,<ANY>,28
8402,10,DDD,DDD,<ANY>,DDD,42
8403,246,<ANY>,<ANY>,AAA,<ANY>,95
8404,719,AAA,CCC,BBB,<ANY>,21
8405,520,DDD,DDD,AAA,AAA,82
8406,123,DDD,DDD,AAA,AAA,90
8407,270,BBB,BBB,BBB,DDD,48
8408,976,DDD,DDD,<ANY>,AAA,4
8409,88,BBB,DDD,CCC,BBB,90
8410,635,CCC,AAA,AAA,BBB,42
8411,647,CCC,CCC,BBB,<ANY>,79
8412,712,DDD,AAA,CCC,CCC,61
8413,303,DDD,<ANY>,DDD,<ANY>,22
8414,156,CCC,<ANY>,DDD,BBB,34
8415,285,<ANY>,DDD,<ANY>,DDD,36
8416,393,<ANY>,BBB,CCC,DDD,5
8417,632,BBB,DDD,CCC,BBB,43
8418,645,CCC,BBB,BBB,CCC,85
8419,622,DDD,CCC,BBB,DDD,70
8420,544,CCC,AAA,BBB,<ANY>,18
8421,686,<ANY>,CCC,AAA,BBB,79
8422,792,BBB,AAA,<ANY>,DDD,36
8423,311,BBB,DDD,CCC,AAA,10
8424,733,DDD,CCC,CCC,<ANY>,53
8425,764,CCC,<ANY>,AAA,AAA,27
8426,15,CCC,AAA,AAA,BBB,12
8427,816,CCC,BBB,DDD,DDD,50
8428,510,<ANY>,AAA,CCC,CCC,48
8429,196,AAA,DDD,DDD,BBB,50
8430,147,DDD,AAA,BBB,DDD,42
8431,567,BBB,DDD,BBB,CCC,3
8432,184,BBB,BBB,DDD,AAA,76
8433,327,CCC,CCC,BBB,AAA,53
8434,43,DDD,BBB,DDD,AAA,100
8435,13,DDD,CCC,BBB,DDD,6
8436,282,BBB,CCC,<ANY>,<ANY>,4
8437,628,DDD,CCC,AAA,AAA,9
8438,388,BBB,CCC,<ANY>,DDD,57
8439,300,DDD,AAA,CCC,<ANY>,87
8440,539,CCC,BBB,AAA,AAA,15
8441,428,AAA,BBB,CCC,CCC,65
8442,715,AAA,<ANY>,CCC,AAA,57
8443,866,<ANY>,CCC,CCC,<ANY>,57
8444,208,<ANY>,AAA,CCC,AAA,19
8445,75,<ANY>,<ANY>,BBB,AAA,51
8446,828,CCC,CCC,<ANY>,BBB,66
8447,767,CCC,DDD,BBB,AAA,78
8448,515,AAA,AAA,AAA,BBB,9
8449,477,DDD,AAA,<ANY>,<ANY>,68
8450,920,CCC,BBB,BBB,BBB,52
8451,858,BBB,BBB,<ANY>,<ANY>,41
8452,880,<ANY>,CCC,CCC,AAA,55
8453,765,CCC,BBB,BBB,CCC,42
8454,734,AAA,CCC,DDD,CCC,70
8455,774,<ANY>,AAA,BBB,AAA,85
8456,267,DDD,<ANY>,DDD,DDD,22
8457,1,BBB,DDD,<ANY>,BBB,25
8458,130,<ANY>,<ANY>,BBB,DDD,60
8459,140,CCC,BBB,BBB,DDD,96
8460,577,DDD,<ANY>,<ANY>,CCC,34
8461,910,CCC,CCC,DDD,AAA,37
8462,908,BBB,<ANY>,CCC,CCC,83
8463,472,BBB,AAA,BBB,BBB,79
8464,956,AAA,DDD,DDD,DDD,4
8465,944,<ANY>,CCC,CCC,<ANY>,41
8466,841,AAA,CCC,CCC,BBB,77
8467,538,CCC,<ANY>,<ANY>,<ANY>,52
8468,877,CCC,CCC,CCC,<ANY>,36
8469,661,BBB,<ANY>,AAA,CCC,58
8470,201,AAA,DDD,BBB,DDD,49
8471,141,DDD,BBB,AAA,BBB,56
8472,616,BBB,CCC,DDD,DDD,52
8473,484,BBB,CCC,AAA,AAA,72
8474,784,DDD,CCC,BBB,<ANY>,78
8475,388,CCC,DDD,DDD,AAA,32
8476,197,AAA,CCC,DDD,BBB,27
8477,22,BBB,AAA,<ANY>,<ANY>,86
8478,315,DDD,CCC,<ANY>,DDD,41
8479,451,<ANY>,<ANY>,BBB,<ANY>,37
8480,445,CCC,DDD,<ANY>,AAA,6
8481,793,DDD,CCC,DDD,BBB,78
8482,808,CCC,BBB,<ANY>,<ANY>,92
8483,601,DDD,AAA,AAA,BBB,100
8484,939,<ANY>,DDD,CCC,DDD,10
8485,564,BBB,BBB,AAA,CCC,77
8486,980,<ANY>,DDD,<ANY>,DDD,16
8487,463,AAA,AAA,<ANY>,CCC,90
8488,977,<ANY>,CCC,BBB,AAA,45
8489,280,DDD,<ANY>,BBB,BBB,7
8490,260,BBB,DDD,AAA,BBB,29
8491,109,DDD,BBB,<ANY>,<ANY>,17
8492,608,CCC,<ANY>,DDD,<ANY>,65
8493,324,BBB,<ANY>,<ANY>,CCC,61
8494,892,CCC,CCC,DDD,AAA,86
8495,413,DDD,DDD,CCC,CCC,65
8496,495,AAA,AAA,AAA,CCC,67
8497,792,BBB,DDD,BBB,<ANY>,46
8498,712,AAA,<ANY>,BBB,<ANY>,30
8499,27,BBB,BBB,CCC,BBB,10
8500,604,AAA,AAA,<ANY>,BBB,65
8501,833,DDD,DDD,BBB,CCC,35
8502,413,<ANY>,<ANY>,<ANY>,<ANY>,83
8503,710,BBB,<ANY>,<ANY>,BBB,23
8504,542,<ANY>,CCC,CCC,<ANY>,80
8505,77,AAA,<ANY>,AAA,CCC,94
8506,888,<ANY>,<ANY>,<ANY>,<ANY>,99
8507,279,<ANY>,AAA,AAA,DDD,22
8508,851,BBB,DDD,CCC,BBB,33
8509,816,BBB,DDD,DDD,DDD,73
8510,866,DDD,DDD,AAA,AAA,82
8511,404,<ANY>,<ANY>,CCC,<ANY>,61
8512,952,DDD,<ANY>,BBB,CCC,57
8513,956,BBB,DDD,AAA,CCC,61
8514,85,BBB,<ANY>,AAA,AAA,99
8515,861,<ANY>,DDD,DDD,DDD,100
8516,335,BBB,BBB,<ANY>,CCC,69
8517,440,CCC,BBB,DDD,<ANY>,74
8518,346,<ANY>,DDD,BBB,BBB,79
8519,573,BBB,AAA,CCC,CCC,38
8520,315,AAA,CCC,BBB,AAA,54
8521,297,<ANY>,AAA,DDD,AAA,4
8522,808,BBB,CCC,AAA,AAA,7
8523,51,AAA,<ANY>,DDD,CCC,36
8524,948,<ANY>,<ANY>,AAA,<ANY>,33
8525,566,DDD,AAA,CCC,AAA,15
8526,72,BBB,CCC,<ANY>,AAA,26
8527,778,<ANY>,<ANY>,DDD,AAA,12
8528,174,<ANY>,AAA,AAA,CCC,72
8529,567,DDD,DDD,AAA,DDD,56
8530,204,AAA,AAA,CCC,BBB,35
8531,608,<ANY>,AAA,DDD,DDD,23
8532,362,CCC,AAA,CCC,DDD,16
8533,22,AAA,AAA,CCC,CCC,40
8534,656,DDD,AAA,AAA,CCC,12
8535,373,AAA,<ANY>,DDD,DDD,93
8536,887,CCC,BBB,DDD,AAA,34
8537,579,CCC,BBB,BBB,<ANY>,91
8538,224,CCC,BBB,BBB,CCC,78
8539,970,<ANY>,CCC,DDD,<ANY>,54
8540,859,AAA,AAA,<ANY>,DDD,5
8541,659,AAA,CCC,DDD,AAA,13
8542,13,AAA,<ANY>,<ANY>,<ANY>,68
8543,706,DDD,BBB,DDD,BBB,74
8544,62,<ANY>,BBB,<ANY>,DDD,11
8545,622,AAA,CCC,BBB,CCC,79
8546,608,AAA,<ANY>,CCC,CCC,60
8547,5,DDD,AAA,BBB,CCC,83
8548,983,AAA,CCC,<ANY>,<ANY>,51
8549,551,AAA,AAA,BBB,DDD,82
8550,168,AAA,AAA,DDD,AAA,57
8551,1,CCC,DDD,AAA,<ANY>,58
8552,647,BBB,DDD,<ANY>,DDD,84
8553,962,BBB,CCC,<ANY>,BBB,67
8554,451,AAA,CCC,<ANY>,DDD,35
8555,554,BBB,AAA,BBB,AAA,26
8556,51,CCC,AAA,AAA,BBB,79
8557,904,AAA,CCC,AAA,DDD,16
8558,866,DDD,<ANY>,DDD,DDD,32
8559,62,CCC,<ANY>,AAA,DDD,8
8560,408,CCC,AAA,DDD,<ANY>,26
8561,515,<ANY>,AAA,AAA,DDD,80
8562,201,CCC,DDD,<ANY>,BBB,39
8563,494,BBB,<ANY>,<ANY>,CCC,100
8564,538,CCC,CCC,BBB,AAA,100
8565,961,BBB,DDD,DDD,AAA,20
8566,971,BBB,DDD,<ANY>,<ANY>,94
8567,282,DDD,AAA,BBB,BBB,33
8568,334,DDD,AAA,CCC,AAA,98
8569,608,AAA,DDD,AAA,CCC,31
8570,343,AAA,AAA,AAA,CCC,92
8571,942,BBB,AAA,<ANY>,DDD,48
8572,519,AAA,CCC,DDD,<ANY>,48
8573,719,BBB,<ANY>,AAA,<ANY>,87
8574,876,CCC,<ANY>,BBB,CCC,60
8575,186,BBB,<ANY>,CCC,<ANY>,2
8576,584,<ANY>,<ANY>,AAA,AAA,60
8577,878,<ANY>,CCC,BBB,CCC,40
8578,585,CCC,DDD,<ANY>,DDD,14
8579,223,AAA,AAA,BBB,<ANY>,32
8580,677,DDD,AAA,BBB,CCC,65
8581,433,DDD,BBB,BBB,<ANY>,31
8582,655,BBB,<ANY>,CCC,AAA,97
8583,249,CCC,AAA,BBB,AAA,24
8584,200,CCC,BBB,BBB,BBB,57
8585,30,CCC,DDD,DDD,<ANY>,23
8586,792,BBB,<ANY>,BBB,BBB,53
8587,162,DDD,CCC,<ANY>,<ANY>,16
8588,461,BBB,CCC,BBB,CCC,63
8589,900,CCC,CCC,BBB,DDD,68
8590,215,AAA,DDD,DDD,BBB,11
8591,515,CCC,DDD,DDD,CCC,42
8592,371,BBB,<ANY>,DDD,AAA,18
8593,294,DDD,BBB,BBB,AAA,49
8594,524,<ANY>,CCC,DDD,<ANY>,15
8595,353,BBB,DDD,BBB,DDD,51
8596,415,BBB,<ANY>,DDD,AAA,5
8597,919,DDD,DDD,AAA,AAA,67
8598,538,CCC,<ANY>,<ANY>,DDD,10
8599,530,CCC,<ANY>,CCC,<ANY>,82
8600,362,<ANY>,<ANY>,<ANY>,<ANY>,4
8601,896,BBB,BBB,BBB,<ANY>,24
8602,161,BBB,<ANY>,<ANY>,AAA,7
8603,273,BBB,CCC,DDD,<ANY>,49
8604,535,<ANY>,<ANY>,CCC,AAA,20
8605,475,AAA,<ANY>,AAA,DDD,78
8606,76,DDD,DDD,CCC,AAA,86
8607,347,AAA,BBB,CCC,<ANY>,47
8608,141,CCC,<ANY>,CCC,BBB,89
8609,912,BBB,CCC,AAA,CCC,19
8610,363,DDD,BBB,BBB,<ANY>,99
8611,417,DDD,DDD,DDD,AAA,40
8612,36,CCC,AAA,DDD,DDD,69
8613,539,<ANY>,<ANY>,DDD,AAA,32
8614,331,BBB,BBB,CCC,<ANY>,15
8615,963,BBB,DDD,BBB,<ANY>,1
8616,518,CCC,<ANY>,DDD,CCC,57
8617,709,DDD,DDD,DDD,<ANY>,8
8618,223,CCC,BBB,BBB,<ANY>,73
8619,590,BBB,<ANY>,BBB,<ANY>,98
8620,205,<ANY>,BBB,DDD,AAA,67
8621,406,BBB,CCC,AAA,BBB,65
8622,316,DDD,<ANY>,BBB,<ANY>,34
8623,261,BBB,AAA,CCC,BBB,83
8624,6,DDD,CCC,CCC,BBB,68
8625,451,BBB,CCC,CCC,<ANY>,11
8626,235,CCC,BBB,BBB,<ANY>,66
8627,257,BBB,AAA,BBB,BBB,23
8628,529,<ANY>,AAA,DDD,CCC,82
8629,962,<ANY>,DDD,<ANY>,AAA,70
8630,951,BBB,AAA,<ANY>,<ANY>,81
8631,374,BBB,BBB,<ANY>,DDD,40
8632,130,AAA,DDD,CCC,AAA,6
8633,648,AAA,<ANY>,BBB,AAA,13
8634,497,BBB,BBB,BBB,BBB,77
8635,785,BBB,CCC,BBB,AAA,7
8636,263,BBB,DDD,CCC,BBB,62
8637,138,BBB,<ANY>,BBB,CCC,10
8638,600,<ANY>,AAA,AAA,<ANY>,77
8639,306,BBB,BBB,CCC,DDD,17
8640,519,BBB,AAA,CCC,<ANY>,60
8641,473,BBB,DDD,<ANY>,AAA,12
8642,335,AAA,DDD,CCC,BBB,89
8643,750,CCC,AAA,AAA,<ANY>,46
8644,617,AAA,<ANY>,CCC,AAA,51
8645,280,<ANY>,AAA,AAA,<ANY>,41
8646,900,AAA,BBB,CCC,DDD,58
8647,328,DDD,CCC,AAA,BBB,100
8648,180,CCC,AAA,<ANY>,<ANY>,11
8649,484,DDD,<ANY>,AAA,AAA,68
8650,468,DDD,BBB,BBB,<ANY>,21
8651,608,DDD,<ANY>,DDD,AAA,11
8652,608,CCC,DDD,AAA,DDD,57
8653,262,AAA,DDD,BBB,AAA,23
8654,413,DDD,AAA,BBB,AAA,52
8655,471,BBB,DDD,DDD,<ANY>,41
8656,213,BBB,CCC,DDD,BBB,72
8657,16,<ANY>,BBB,AAA,DDD,94
8658,241,CCC,DDD,<ANY>,<ANY>,81
8659,748,DDD,DDD,<ANY>,AAA,77
8660,236,<ANY>,<ANY>,BBB,CCC,41
8661,376,AAA,BBB,DDD,AAA,28
8662,285,BBB,CCC,AAA,<ANY>,50
8663,296,DDD,CCC,CCC,<ANY>,76
8664,456,CCC,AAA,DDD,AAA,61
8665,20,DDD,CCC,BBB,BBB,77
8666,816,DDD,AAA,DDD,<ANY>,65
8667,783,DDD,AAA,CCC,AAA,80
8668,969,DDD,CCC,BBB,DDD,60
8669,208,AAA,<ANY>,DDD,DDD,30
8670,737,CCC,BBB,CCC,BBB,100
8671,969,<ANY>,<ANY>,AAA,CCC,93
8672,167,DDD,<ANY>,AAA,BBB,74
8673,554,CCC,<ANY>,AAA,DDD,36
8674,344,AAA,AAA,<ANY>,BBB,18
8675,886,<ANY>,BBB,BBB,BBB,51
8676,324,<ANY>,AAA,DDD,<ANY>,77
8677,964,<ANY>,AAA,<ANY>,CCC,40
8678,686,CCC,<ANY>,AAA,AAA,86
8679,68,AAA,AAA,CCC,DDD,95
8680,411,BBB,<ANY>,DDD,CCC,73
8681,304,BBB,DDD,DDD,AAA,49
8682,834,CCC,CCC,AAA,<ANY>,26
8683,774,BBB,DDD,BBB,AAA,4
8684,578,DDD,CCC,CCC,<ANY>,79
8685,669,<ANY>,BBB,<ANY>,CCC,43
8686,326,AAA,AAA,CCC,AAA,92
8687,568,DDD,CCC,AAA,<ANY>,2
8688,580,AAA,CCC,BBB,CCC,51
8689,442,BBB,DDD,AAA,BBB,17
8690,499,<ANY>,<ANY>,DDD,BBB,80
8691,704,DDD,<ANY>,CCC,BBB,72
8692,404,DDD,BBB,AAA,CCC,68
8693,366,BBB,CCC,AAA,CCC,62
8694,814,AAA,BBB,<ANY>,AAA,57
8695,643,CCC,DDD,AAA,<ANY>,39
8696,784,AAA,BBB,CCC,DDD,33
8697,990,AAA,<ANY>,CCC,BBB,84
8698,290,<ANY>,BBB,<ANY>,AAA,43
8699,745,BBB,DDD,DDD,<ANY>,69
8700,142,CCC,DDD,DDD,BBB,63
8701,575,CCC,CCC,<ANY>,<ANY>,88
8702,712,DDD,DDD,CCC,CCC,42
8703,383,AAA,CCC,DDD,CCC,35
8704,728,BBB,AAA,<ANY>,DDD,17
8705,573,CCC,BBB,CCC,CCC,37
8706,946,<ANY>,DDD,AAA,<ANY>,19
8707,32,AAA,DDD,<ANY>,BBB,4
8708,678,BBB,AAA,AAA,DDD,17
8709,886,AAA,DDD,CCC,AAA,60
8710,875,<ANY>,CCC,BBB,CCC,96
8711,158,DDD,CCC,<ANY>,<ANY>,67
8712,314,AAA,BBB,CCC,DDD,29
8713,450,<ANY>,DDD,AAA,CCC,49
8714,828,AAA,<ANY>,<ANY>,AAA,93
8715,813,<ANY>,AAA,AAA,DDD,25
8716,767,CCC,CCC,<ANY>,DDD,65
8717,733,DDD,<ANY>,DDD,CCC,41
8718,685,AAA,CCC,AAA,<ANY>,18
8719,36,DDD,AAA,AAA,BBB,45
8720,210,AAA,CCC,CCC,DDD,25
8721,775,<ANY>,CCC,CCC,CCC,33
8722,539,CCC,CCC,BBB,<ANY>,40
8723,485,BBB,<ANY>,AAA,BBB,39
8724,491,BBB,DDD,AAA,<ANY>,68
8725,919,<ANY>,BBB,BBB,AAA,55
8726,432,AAA,<ANY>,DDD,BBB,67
8727,64,DDD,<ANY>,CCC,DDD,28
8728,465,DDD,AAA,DDD,BBB,17
8729,569,AAA,AAA,AAA,CCC,41
8730,594,DDD,CCC,<ANY>,AAA,87
8731,974,<ANY>,DDD,AAA,BBB,63
8732,269,CCC,CCC,CCC,CCC,77
8733,574,DDD,BBB,DDD,CCC,80
8734,366,<ANY>,DDD,DDD,DDD,96
8735,493,DDD,<ANY>,AAA,<ANY>,31
8736,565,<ANY>,BBB,AAA,DDD,49
8737,513,DDD,BBB,BBB,CCC,93
8738,611,DDD,AAA,<ANY>,DDD,4
8739,6,BBB,BBB,BBB,<ANY>,94
8740,991,BBB,BBB,DDD,CCC,40
8741,413,<ANY>,BBB,CCC,DDD,90
8742,395,<ANY>,BBB,BBB,CCC,30
8743,793,DDD,AAA,DDD,BBB,64
8744,19,<ANY>,BBB,<ANY>,CCC,92
8745,958,DDD,BBB,<ANY>,CCC,14
8746,716,AAA,<ANY>,DDD,BBB,71
8747,37,BBB,AAA,<ANY>,CCC,86
8748,377,AAA,DDD,AAA,BBB,8
8749,240,CCC,<ANY>,DDD,AAA,93
8750,378,DDD,DDD,AAA,DDD,88
8751,24,<ANY>,BBB,DDD,<ANY>,60
8752,523,BBB,CCC,<ANY>,AAA,97
8753,917,AAA,<ANY>,BBB,CCC,67
8754,252,<ANY>,<ANY>,<ANY>,<ANY>,52
8755,418,DDD,<ANY>,CCC,BBB,14
8756,671,AAA,AAA,<ANY>,BBB,94
8757,996,CCC,DDD,CCC,CCC,71
8758,971,DDD,AAA,DDD,CCC,1
8759,195,CCC,CCC,DDD,CCC,63
8760,700,<ANY>,<ANY>,AAA,AAA,9
8761,940,BBB,BBB,<ANY>,AAA,24
8762,104,<ANY>,<ANY>,AAA,BBB,35
8763,944,AAA,CCC,BBB,CCC,98
8764,193,CCC,BBB,<ANY>,DDD,87
8765,95,CCC,<ANY>,<ANY>,CCC,18
8766,231,<ANY>,DDD,DDD,CCC,43
8767,641,DDD,CCC,BBB,AAA,59
8768,394,DDD,CCC,<ANY>,AAA,20
8769,353,AAA,BBB,<ANY>,BBB,75
8770,543,AAA,<ANY>,CCC,AAA,91
8771,685,CCC,CCC,DDD,<ANY>,70
8772,757,AAA,BBB,<ANY>,BBB,88
8773,71,CCC,DDD,CCC,BBB,92
8774,585,AAA,BBB,DDD,DDD,48
8775,160,BBB,<ANY>,DDD,BBB,84
8776,672,CCC,CCC,CCC,<ANY>,44
8777,534,DDD,CCC,CCC,BBB,26
8778,753,BBB,<ANY>,BBB,DDD,90
8779,769,AAA,CCC,DDD,CCC,23
8780,222,AAA,BBB,AAA,<ANY>,62
8781,74,AAA,CCC,<ANY>,BBB,68
8782,40,<ANY>,DDD,<ANY>,CCC,99
8783,634,DDD,CCC,BBB,BBB,18
8784,480,DDD,BBB,AAA,DDD,54
8785,670,AAA,CCC,BBB,DDD,66
8786,646,AAA,AAA,CCC,CCC,44
8787,803,AAA,BBB,<ANY>,AAA,40
8788,413,CCC,AAA,DDD,<ANY>,7
8789,984,DDD,DDD,AAA,BBB,19
8790,385,DDD,AAA,DDD,DDD,15
8791,296,<ANY>,AAA,CCC,DDD,27
8792,570,DDD,CCC,BBB,BBB,15
8793,39,DDD,DDD,<ANY>,AAA,24
8794,582,AAA,CCC,DDD,DDD,4
8795,813,BBB,CCC,BBB,AAA,64
8796,855,AAA,<ANY>,<ANY>,BBB,88
8797,819,CCC,BBB,DDD,BBB,62
8798,603,CCC,BBB,BBB,BBB,75
8799,641,DDD,BBB,BBB,BBB,92
8800,253,DDD,DDD,CCC,CCC,88
8801,533,BBB,AAA,BBB,DDD,37
8802,569,AAA,DDD,BBB,CCC,12
8803,767,CCC,CCC,BBB,CCC,23
8804,907,DDD,AAA,DDD,CCC,36
8805,420,BBB,AAA,AAA,<ANY>,63
8806,169,BBB,DDD,DDD,DDD,56
8807,10,BBB,CCC,<ANY>,CCC,59
8808,613,DDD,AAA,AAA,AAA,28
8809,658,AAA,<ANY>,DDD,<ANY>,22
8810,115,<ANY>,BBB,CCC,AAA,93
8811,439,DDD,CCC,<ANY>,CCC,67
8812,534,<ANY>,CCC,<ANY>,<ANY>,64
8813,217,<ANY>,CCC,DDD,AAA,79
8814,622,DDD,AAA,<ANY>,<ANY>,3
8815,990,DDD,<ANY>,DDD,CCC,59
8816,973,CCC,BBB,DDD,<ANY>,65
8817,384,BBB,BBB,AAA,<ANY>,18
8818,652,<ANY>,<ANY>,DDD,AAA,25
8819,219,<ANY>,DDD,<ANY>,<ANY>,49
8820,776,CCC,<ANY>,<ANY>,DDD,76
8821,499,CCC,DDD,<ANY>,AAA,73
8822,400,AAA,BBB,BBB,CCC,76
8823,256,DDD,DDD,DDD,<ANY>,6
8824,883,<ANY>,AAA,<ANY>,AAA,38
8825,675,<ANY>,AAA,AAA,DDD,71
8826,810,CCC,BBB,<ANY>,BBB,64
8827,34,CCC,DDD,CCC,DDD,27
8828,960,BBB,DDD,AAA,CCC,3
8829,466,BBB,AAA,DDD,AAA,97
8830,609,CCC,AAA,AAA,<ANY>,31
8831,519,<ANY>,BBB,<ANY>,<ANY>,17
8832,929,<ANY>,BBB,<ANY>,<ANY>,48
8833,556,<ANY>,BBB,BBB,AAA,35
8834,741,CCC,<ANY>,AAA,DDD,39
8835,985,AAA,DDD,BBB,AAA,18
8836,340,DDD,AAA,CCC,CCC,59
8837,360,DDD,<ANY>,BBB,<ANY>,42
8838,11,AAA,BBB,<ANY>,DDD,54
